Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
1694,"Insuffisance rénale aiguë","","Insuffisance rénale aiguë
Renal failure, acute
Insuffisance rénale aiguë
ARF
Acute renal failure","","","Diagnosis","N/A","Super User","Super User"
1695,"Insuffisance rénale chronique","","Insuffisance rénale chronique
Chronic kidney disease
Insuffisance rénale chronique","","","Diagnosis","N/A","Super User","Super User"
1696,"Otalgie","","Otalgia
Otalgie
otalgia
Otalgie","","","Diagnosis","N/A","Super User","Super User"
1697,"Fracture","","Fracture
Fracture
Fracture
Fracture NOS","","","Diagnosis","N/A","Super User","Super User"
1698,"Eczéma","","Dermite
Dermatitis
Eczema
Eczéma
Eczéma","","","Diagnosis","N/A","Super User","Super User"
1699,"Accident vasculaire cérébral","","CVA (Cerebrovascular Accident)
Cerebrovascular Accident
accidente cerebrovascular
Accident vasculaire cérébral
AVC (Accident vasculaire cérébral)
ACV (Accident cérébrovasculaire)
Accident cérébrovasculaire
AVC (Accident vasculaire cérébral)
Accident cérébrovasculaire
Accident vasculaire cérébral
Stroke
CVA
ACV (Accident cérébrovasculaire)","","","Diagnosis","N/A","Super User","Super User"
1700,"Naissance prématurée de patients","","Premature birth of patient
Naissance prématurée de patients
Naissance prématurée de patients","","","Finding","N/A","Super User","Super User"
1701,"Infections intestinales","","enfermedad infecciosa intestinal
Intestinal Infection
Infections intestinales
Infections intestinales","","","Diagnosis","N/A","Super User","Super User"
1702,"Salmonellose","","Salmonellose
infección por Salmonella
Salmonella Infection
Salmonellose","","","Diagnosis","N/A","Super User","Super User"
1703,"Virus Zika","","Zika virus
enfermedad por virus Zika
Virus Zika
Virus Zika
Zika koorts
Zika virus disease","","","Diagnosis","N/A","Super User","Super User"
1704,"Varicelle","","Varicelle
Chickenpox
Varicella
Varicelle
Chicken pox","","","Diagnosis","N/A","Super User","Super User"
1705,"Perte de poids","","Perte de poids
Perte de poids anormale
Abnormal weight loss
Perte de poids anormale
Pèdi pwa
Weight Loss
Perte de poids","","","Diagnosis","N/A","Super User","Super User"
1706,"Zona","An acute viral infection characterized by inflammation of the sensory ganglia of certain spinal or cranial nerves and the eruption of vesicles along the affected nerve path. It usually strikes only one side of the body and is often accompanied by severe neuralgia.","Shingles
Zona
Zona
Zona
Herpes Zoster","","","Diagnosis","N/A","Super User","Super User"
1707,"Bronchite chronique","","Bronchite chronique
bronquitis crónica
Bronchite chronique
Chronic Bronchitis","","","Diagnosis","N/A","Super User","Super User"
1708,"Arrêt cardiaque","","Cardiac Arrest
Arrêt cardiaque
Arrêt cardiaque
paro cardíaco","","","Diagnosis","N/A","Super User","Super User"
1709,"Gonflement du scrotum","","scrotumzwelling
Gonflement du scrotum
Gonflement du scrotum
Swelling of Scrotum
tumefacción del escroto","","","Diagnosis","N/A","Super User","Super User"
1710,"Infection à herpes simplex","","Infection à herpes simplex
Herpes Simplex
Herpès simplex
Herpes Simplex, Nos
Herpès simplex
Infection à herpes simplex","","","Diagnosis","N/A","Super User","Super User"
1711,"Anorexie","","Anorexia
Anorexie
Anorexie
Loss of appetite","","","Finding","N/A","Super User","Super User"
1712,"Affection inflammatoire de la prostate","","Affection inflammatoire de la prostate
prostatitis
Inflammatory Disease of Prostate
Prostatitis
Affection inflammatoire de la prostate","","","Diagnosis","N/A","Super User","Super User"
1713,"Arthrose","","Arthrose
Arthrose
Arthrosis","","","Diagnosis","N/A","Super User","Super User"
1714,"Sinusite aigüe","","Sinusite aigüe
Acute Sinusitis
sinusitis aguda
Sinusite aigüe","","","Diagnosis","N/A","Super User","Super User"
1715,"Pyodermie","","Pyogenic skin infection
Pyodermite
Pyoderma
Pyodermie
Pyodermie
piodermitis","","","Diagnosis","N/A","Super User","Super User"
1716,"Sinusite","","Sinusite
Sinusitis
Sinusite","","","Diagnosis","N/A","Super User","Super User"
1717,"Tuberculose du système nerveux","","tuberculosis del sistema nervioso central
Tuberculose du système nerveux
Tuberculosis Of Central Nervous System
Tuberculose du système nerveux
TB Systeme Nerveux
TB Systeme Nerveux","","","Diagnosis","N/A","Super User","Super User"
1718,"Orchite et épididymite","","Orchitis and Epididymitis
orquitis y epididimitis
Orchite et épididymite
Orchite et épididymite","","","Diagnosis","N/A","Super User","Super User"
1719,"Malformations congénitales","","malformación congénita
Congenital malformation
Malformations congénitales
Malformations congénitales","","","Diagnosis","N/A","Super User","Super User"
1720,"Infection Fongique","","Mycose
Fungal infection NOS
Infection Fongique
Fungal Infection
Mycoses
Infection Fongique
Mycose","","","Diagnosis","N/A","Super User","Super User"
1721,"Gastrite","","Gastrite
Gastritis
Gastrite","","","Diagnosis","N/A","Super User","Super User"
1722,"Toux","","Cough
Toux
Toux
La toux
Ho
Kikohozi
Tous
tos
Кашель
hoesten","Non
Wi
Enkoni","","Diagnosis","N/A","Super User","Super User"
1723,"Maladie alcoolique du foie","","Maladie alcoolique du foie
Alcoholic Liver Damage
hepatopatía alcohólica
Maladie alcoolique du foie","","","Diagnosis","N/A","Super User","Super User"
1724,"Hépatite virale","","Hépatite virale
Unspecified viral hepatitis
Hépatite virale
Viral Hepatitis","","","Diagnosis","N/A","Super User","Super User"
1725,"Gastro-entérite et colite","","Gastroenteritis and colitis
Gastro-entérite et colite
Diarrhée et gastro-entérite d'origine présumée infectieuse
Gastro-entérite et colite
GE
GE
GE
Diarrhée et gastro-entérite d'origine présumée infectieuse","","","Diagnosis","N/A","Super User","Super User"
1726,"Gastro-duodénite","","Gastro-duodénite
Gastrite et duodénite
Gastrite et duodénite
Gastritis and duodenitis
Gastroduodenitis
Gastro-duodénite","","","Diagnosis","N/A","Super User","Super User"
1727,"Dyspnée","","Souf anle
Thở khó
Kupumua kwa taabu
Dyspnée
Disne
kupumua kwa shida
Trouble breathing
Dyspnea
disnea
Difficulty breathing
Dyspnée","","","Diagnosis","N/A","Super User","Super User"
1728,"Oedème","","Edema
Enfle
Dropsy
Oedème
Oedème
Oedema
Oedema, unspecified","","","Symptom/Finding","N/A","Super User","Super User"
1729,"Reflux gastro-oesophagien","","Reflux gastro-oesophagien
Gastroesophageal Reflux
Gastroesophageal reflux
Gastro-oesophageal reflux disease
GERD
Reflux gastro-oesophagien","","","Diagnosis","N/A","Super User","Super User"
1730,"Élévation de la tension artérielle","","High BP
hallazgo relacionado con la presión sanguínea alta
High blood pressure, suspected hypertension
Elevated blood pressure
Élévation de la tension artérielle
Élévation de la tension artérielle","","","Diagnosis","N/A","Super User","Super User"
1731,"HUM Outpatient diagnoses","","HUM Outpatient diagnoses","","Oesophagite infectieuse
Septicémie
Diarrhée
Retinopati sitomgalovirus
Infection au cytomegalovirus
Neuropathie
Disestesi
Tétanos
zorey fe mal
Méningite bactérienne
Conjonctivite néonatale (Nouveau-ne de 0-28 jours)
Oesphagites due a candidose
Chronic Hepatitis C
Plaie ouverte
Dyare kwonik ki gen orijin enkoni
Miction douloureuse
Dysplasie cervicale
nan prizon
maladi VIH ki kapab lakòz yon enfeksyon mikobakteryèn
Diphtérie
Tinea corporis
Maladi poumon kwonik
Hémorragie
Malèz kòporèl enpresi
Douleur pelvienne et périnéale (Uniquement pour sexe feminine)
Hepatite C aigu
Syndrome ictérique fébrile
Otit moyen egi
Infection des voies respiratoires supérieures
ilse jenjivit
Coqueluche
Kandidose esofaj
Fièvre hémorragique aiguë
Emoptysis
Parotid anfle
Rhume banal
lemphanjektasi entestinal prime
Avortement, sans précision
Prurigo Simplex
Diarrhée sanglante
Xerophthalmie
Eclampsie
Frekan Enfeksyon aparèy respiratwa siperie
Regijitasyon
Épanchement Pleural
Pyothorax
Kontac pou tibekiloz
Paralytic Stroke
Douleur, sans précision
Accidents cerebro-vasculaires non paralysant
Maltèt
Sue lannuit
Etourdissements et éblouissements
Ecoulement urétral
èrpezvirus Enfeksyon
Virus de l'immunodéficience humaine (VIH)
Ascite
Ictère
Isosporose
Flatulence et troubles apparentés
Lesions cerebrales
Dysphagie
Lipodystrophie
Malnutrition protéino-énergétique modérée
Dyspepsie
Doulè nan misk
Vomissement
Douleur abdominale
anvi vomi ak vomisman
Douleur épigastrique
Unresolved Pneumonia
Malaise et fatigue
Adénopathie
Oedème pulmonaire
Rage
Méningococcémie
Tétanos obstétrical
Tumeur bénigne du sein
Accident de transport
Allergie
Fracture
Morsure d'un chien
Perte de poids
Anorexie
Oedème
Douleur thoracique
Petits pour l'âge gestationnel
Insuffisance rénale chronique
Insuffisance rénale aiguë
Cardiopathie congénitale
Chec Épanouissement
Traumatisme crânien
Entorse
Brûlure
Empoisonment
Corps étranger ou un objet pénètre par la peau
Fievre rheumatique aigue
Conjonctivite bacterienne
Accident vasculaire cérébral
Dermatite
Hernie umbilicale
Syndrome nephrotique
Bronchiolite
Dermatite atopique
Crise convulsive febrile
Abus sexual
Probleme d'alimentation
Retardation psychomoteur
Glomerulonephrite aigue
Effets indésirables des médicaments
Maltraitance des enfants
Lymphadenite
Rhinite allergique
Epilepsie focale
Crises de grand mal
Oreillons
Infection urinaire
Fièvre d’origine inconnue
Infection aiguë des voies respiratoires inférieure
Néoplasie
Orchite et épididymite
Dengue
Septicémie néonatale
Syndrome d'eruption febrile
Hydrocèle et spermatocèle
Lèpre
Problemes bucco-dentaires
Pré-éclampsie
Petit mal
Anxiété
Dépression
Hypovolémie
Obésité
Diabète de type 2
Diabetes sucre, type 1
Cancer du col utérine
Tumeur maligne de la prostate
Anemie falciform traite
Anemie falciform
Rubéole
Paralysie flasque aiguë
Perforation du tympan
Anémie
Tumeur maligne des scrotum
Tumeur maligne du sein
Tumeur maligne de l'intestin
Gale (Sarcoptose)
Helminthiase
Parasitose intestinale
Filariose
Malaria
Infection Fongique
Dermatophytose
Goitre
Diabète
Otite Moyenne
Otite Externe
Cataracte sénile
Migraine
Etat de mal épileptique
Épilepsie
Retard mental
Malnutrition protéino-énergétique légère
Malnutrition M3
Kwashiorkor avec marasme
Marasme
Kwashiorkor
Conjonctivite Virale
Syphilis
Syphilis congenitales (bebe de moins d’un an)
Tétanos néonatal
Leptospirose
Charbon cutané
TB  Miliaire
Tuberculose du système nerveux
Tuberculose
Gastro-entérite et colite
Infections intestinales
Salmonellose
Fièvre Typhoïde
Gonorrhée
Infection à clamydia
Hépatite virale
Hépatite B
Hépatite A
Rougeole
Zona
Varicelle
Infection à herpes simplex
Fièvre hémorragique due au virus de la dengue
Méningite Virale
Maladie sexuellement transmise (MST)
Trichomonase
Chancre Mou
Choléra
Dyspnée
Ostéomyélite
Lombalgie basse
Douleur Articulaire
Arthrite
Acné
Prurit
Pyodermie
Cellulite
Furonculose
Impétigo
Maladie alcoolique du foie
Hernie inguinale
Insuffisance rénale
Hyperplasie de la prostate
Toux
Grossesse prolongée
Hypertension préexistante compliquant la grossesse, l'accouchement et la puerpéralité
Grossesse extra-utérine
Dysménorrhée
Aménorrhée
Leucorrhée
Ulcères génitaux féminins
Affections inflammatoires du sein
Affection inflammatoire de la prostate
Appendicite aiguë
Gastrite
Amygdalite aiguë
Sinusite aigüe
Hypertension essentielle
Hémorroïdes
Hémorragie intracérébrale
Insuffisance Cardiaque
Arrêt cardiaque
Myocardite aiguë
Péricardite aiguë
Cardiopathie ischémique chronique
Cardiopathie hypertensive
Fièvre rhumatismale, sans attente cardiaque
Laryngo-pharyngite aiguë
Grippe
Ulcère peptique
Ulcère du duodénum
Ulcère de l'estomac
Reflux gastro-oesophagien
Pneumothorax
Asthme
Bronchite chronique
Bronchite
Sinusite
Bronchite aiguë
Pneumonie
Pneumonie bactérienne
Otalgie
BPCO
Élévation de la tension artérielle
Hyperglycémie
Tumeur maligne du poumon
Gastro-duodénite
Morsure par animal suspecté de rage
Hémorragie gastro-intestinale
Granulome inguinal
Lymphogranulomatose vénérienne à Chlamydia
Pyrosis
Grippe, à virus de grippe aviaire identifié
Douleur abdominale dans les quadrants inférieurs
Pneumopathie virale
Tumeur bénigne du scrotum
Duodénite
Syndrome respiratoire aigu sévère
Diarrhée aqueuse
Tuberculose extra-pulmonaire
Eczéma
Conjonctivite allergique
Pityriasis versicolor
Polyarthrose
Arthrose
Anémie légère
Anémie modérée
Anémie sévère
Déshydratation
VIH Infection, asymptomatique
Gonflement du scrotum
Syndrome de rubéole gestationnel
Chikungunya
Trauma
Malnutrition
Hémoglobinopathie
Malformations congénitales
Cardiopathie
Naissance prématurée de patients
Virus Zika
Fièvre de Mayaro
Tuberculose pulmonaire
Amidalit
Feblès
Tous gra
Difikilte pou vale
Chimerik
Parèstezi
Lenfadenit tibèkiloz
Oesophagites a herpes simplex
Encéphalite présumée due au VIH
Dyare mwens ke 1 mwa
Papilomaviris imen
Anemi, Defisi Fè
Mank Manje
Enfeksyon grav
Oesphagites
Tuberculose diseminee
Coccidiomycoses
Fatig kap dure
Coronaropathies
Asthénie
Tibèkiloz nan poumon, gem tibekiloz (nan èkspèktorasyon) pa microscopy
Paludisme confirmé (malaria)
Malaria severe
Mak BCG a la
pèsistan epatosplenomegali
Isosporiasis, Kwonik
Enfeksyon ak Mikwòb, Grav, Frekan
Malnitrisyon grav san konplikasyon
Sanble malad
Diare mwens ke 2 semen
Diare plis ke 2 semen
Iritem lineyè jansiv
Viral laryngitis
Tibekuloz resistan ak plusie medikaman
Pa gen dyagnostik patolojik
Glaucome
Troubles visuels
Déficit neurologique focal
Ecoulement génital
Saignement gingival
Phimosis
Infertilité
Insomnie
Pied diabétique
Hépatite
Acidose lactique
Victim de la violence basée sur le genre
Dysenterie
Contusion des parties molles
Méningite
État septique","ConvSet","N/A","Super User","Super User"
1732,"Troubles de l'adaptation","","Troubles de l'adaptation
Troubles de l'adaptation
Grief reaction
duelo por evento del ciclo vital
Grief
Réaction de deuil
Réaction de deuil
Adjustment disorders","","","Diagnosis","N/A","Super User","Super User"
1733,"Trouble délirant","","Trouble délirant
trastorno delirante
Trouble délirant
Delusional disorder","","","Diagnosis","N/A","Super User","Super User"
1734,"Trouble de l'alimentation","","trastorno de la conducta alimentaria
eetstoornis
Eating Disorder, unspecified
Eating Disorder
Trouble de l'alimentation
Trouble de l'alimentation","","","Diagnosis","N/A","Super User","Super User"
1735,"Trouble de la personnalité","","Unspecified disorder of adult personality and behavior
persoonlijkheidsstoornis
Trouble de la personnalité
Trouble de la personnalité
Unspecified disorder of adult personality
trastorno de la personalidad
Personality Disorder","","","Diagnosis","N/A","Super User","Super User"
1736,"Tentative de suicide","","Lésion auto-infligée par un moyen
intento de suicidio
Tentative de suicide
Attempted Suicide
Tentative de suicide
Lésion auto-infligée par un moyen","","","Diagnosis","N/A","Super User","Super User"
1737,"Délire","","Délire nonspecifiée
Acute confusional state
Délire
delirio
Delirium
Delirium unspecified
Délire
Délire nonspecifiée","","","Diagnosis","N/A","Super User","Super User"
1738,"Trouble psychosomatique","","Troubles psychosomatiques
Trouble somatoforme
Troubles psychosomatiques
Trouble psychosomatique
Somatoform disorder, unspecified
Trouble somatoforme
Psychosomatic disorder
Trouble psychosomatique
Somatoform disorder","","","Diagnosis","N/A","Super User","Super User"
1739,"Psychose","","Unspecified nonorganic psychosis
Psychosis
Sikoz
Psychose
Psychose nonspecifiée
Unspecified psychosis
Psychose
Psychose nonspecifiée","","","Diagnosis","N/A","Super User","Super User"
1740,"Trouble psychotique aigu et transitoire","","Trouble psychotique aigu et transitoire
acute passagère psychotische stoornis
Acute and transient psychotic disorder
Trouble psychotique aigu et transitoire","","","Diagnosis","N/A","Super User","Super User"
1741,"Idéation suicidaire","","Suicidal ideation
Idéation suicidaire
Pensées suicidaires
suïcideneiging
ideación suicida
Pensées suicidaires
Suicidal thoughts
Idéation suicidaire","","","Diagnosis","N/A","Super User","Super User"
1742,"Effets indésirables des médicament psychotrope","","Effets indésirables des médicament psychotrope
Adverse effects of psychotropic drug
Adverse effects of psychotropic medication
Effets indésirables des médicament psychotrope
Adverse reaction to psychotropic medication","","","Diagnosis","N/A","Super User","Super User"
1743,"Trouble envahissant du développement","","Pervasive Developmental Disorder
Pervasive Developmental Disorder, active
Trouble envahissant du développement
Trouble envahissant du développement
pervasieve ontwikkelingsstoornis
Autism spectrum","","","Diagnosis","N/A","Super User","Super User"
1744,"Réaction à un facteur de stress sévère","","Reaction to severe stress
Réaction à un facteur de stress sévère
Réaction à un facteur de stress sévère
Reaction to severe stress, and adjustment disorders","","","Diagnosis","N/A","Super User","Super User"
1745,"Trouble dissociatif de conversion","","Disassociation Disorder
Conversion Disorder
Dissociative (conversion) Disorder, unspecified
Hysterical disorder
Autres troubles dissociatifs
Trouble dissociatif de conversion
Hysterical neurosis, conversion type
Autres troubles dissociatifs
Trouble dissociatif de conversion
trastorno disociativo","","","Diagnosis","N/A","Super User","Super User"
1746,"Démence","","Démence
Démence nonspecifiée
Démence
Dementia unspecified
Démence nonspecifiée
Dementia","","","Diagnosis","N/A","Super User","Super User"
1747,"HUM Psychological diagnoses","","HUM mental health diagnoses
HUM Psychological diagnoses","","Effets indésirables des médicament psychotrope
Tentative de suicide
Trouble obsessionnel-compulsif
Trouble mental et du comportement de l'alcool
Trouble mental et du comportement de cannabis
Psychose
Trouble mental et du comportement de la cocaïne
Anxiété
Démence
Trouble délirant
Schizophrénie
Trouble psychotique aigu et transitoire
Etat de stress post-traumatique
Episode maniaque
Dépression
Manie avec symptômes psychotiques
Manie sans symptômes psychotiques
Réaction à un facteur de stress sévère
Episode dépressif léger
Trouble psychosomatique
Episode dépressif moyen
Retard mental
Episode dépressif sévère avec symptômes psychotiques
Anorexie
Trouble envahissant du développement
Episode dépressif sévère sans symptômes psychotiques
Anxiété généralisée
Réaction aiguë à un facteur de stress
Trouble des conduites
Troubles de l'adaptation
Trouble affectif bipolaire
Délire
Trouble dissociatif de conversion
Trouble de l'alimentation
Trouble de la personnalité
Altération de l'état mental
Encéphalite
Epilepsie focale
Crises de grand mal
Petit mal
Épilepsie
Migraine
Neuropathie
Troubles mentaux et du comportement liés à l'utilisation de drogues multiples
Trouble mental et du comportement du tabac
Trouble de l'humeur
Trouble du langage mixte, réceptif-expressive
Idéation suicidaire
Autisme
Mania (Monopolar) Single Episode or Unspecified
Recurrent Manic Episodes, Mild
Trouble hyperkinétique
Panic disorder
Attaque de panique","ConvSet","N/A","Super User","Super User"
1748,"Examen de contrôle après traitement chirurgical d'une tumeur maligne","","Examen de contrôle après traitement chirurgical d'une tumeur maligne
Examen de contrôle après traitement chirurgical d'une tumeur maligne
Follow-up examination after surgery for malignant neoplasm","","","Diagnosis","N/A","Super User","Super User"
1749,"Tumeurs malignes des tissus lymphoïde et hématopoïétique","","tumor maligno de tejido hematopoyético, linfático o relacionado
Tumeurs malignes des tissus lymphoïde et hématopoïétique
Tumeurs malignes des tissus lymphoïde et hématopoïétique
Malignant tumor of lymphatic and hematopoietic tissue
Cancer of lymphatic and hematopoietic tissue","","","Diagnosis","N/A","Super User","Super User"
1750,"Dermatofibrosarcome protubérant","","Dermatofibrosarcome protubérant
Dermatofibrosarcoma
Dermatofibrosarcoma protuberans
Dermatofibrosarcome protubérant
dermatofibrosarcoma protuberante
protuberans dermatofibrosarcoom
Dermatofibrosarcome de Darier-Ferrand","","","Diagnosis","N/A","Super User","Super User"
1751,"Lymphome","","Lymphome
Cancer of lymph nodes
Lymphoma
Cancer de la lymphe
Cancer de la lymphe
Lymphome maligne
Lymphome
Malignant Lymphoma
Lymphome maligne","","","Diagnosis","N/A","Super User","Super User"
1752,"Leucémie myéloïde chronique","","chronische myeloïde leukemie
LMC
Leucémie myéloïde chronique
CML
LMC
Chronic myeloid leukemia
Leucémie myéloïde chronique","","","Diagnosis","N/A","Super User","Super User"
1753,"Examen de contrôle après traitements combinés pour tumeur maligne","","Follow-up examination after combined treatment for malignant neoplasm
Examen de contrôle après traitements combinés pour tumeur maligne
Examen de contrôle après traitements combinés pour tumeur maligne","","","Diagnosis","N/A","Super User","Super User"
1754,"Examen de contrôle après chimiothérapie pour tumeur maligne","","Examen de contrôle après chimiothérapie pour tumeur maligne
Examen de contrôle après chimiothérapie pour tumeur maligne
Follow-up examination after chemotherapy for malignant neoplasm","","","Diagnosis","N/A","Super User","Super User"
1755,"Séance de chimiothérapie pour tumeur","","Séance de chimiothérapie pour tumeur
Chemotherapy session for neoplasm
Encounter for chemotherapy for neoplasm
Séance de chimiothérapie pour tumeur","","","Diagnosis","N/A","Super User","Super User"
1756,"HUM Oncology diagnoses","","HUM Oncology diagnoses","","Tumeur maligne de la glande parotide
Tumeur de Burkitt
Tumeur maligne des sinus de la face
Dysplasie moyenne du col de l'utérus (CIN 2)
Tumeur maligne du côlon
Tumeur maligne du mandibule
Tumeur maligne de l'anus
Tumeur maligne de l'oreille moyenne
Tumeur maligne de la vessie
Tumeur maligne de la glande sous-maxillaire
Tumeur maligne des os
Tumeur maligne des glandes salivaires principales
Tumeur maligne du rectum
Lymphome non hodgkinien
Tumeur maligne de la gencive
Tumeur maligne de la verge
Tumeur maligne du foie et des voies biliaires intrahépatiques
Tumeur maligne de la jonction recto-sigmoïdienne
Tumeur maligne de l'estomac
Myélome multiple
Tumeur maligne du rein
Tumeur maligne de la lèvre
Rhabdomyosarcome
Os longs du membre inférieur
Tumeur maligne des rachis
Tumeur maligne de humérus
Dermatofibrosarcome protubérant
Rétinoblastome
Lymphome
Carcinome in situ du col de l'utérus
Leucémie myéloïde chronique
Tumeur maligne
Tumeur stromale gastro-intestinale
Tumeur maligne de la trachée
Tumeur maligne de l'oeil
Rencontre pour les soins palliatifs
Examen de contrôle après traitement chirurgical d'une tumeur maligne
Examen de contrôle après chimiothérapie pour tumeur maligne
Examen de contrôle après traitements combinés pour tumeur maligne
Séance de chimiothérapie pour tumeur
Carcinome in situ d'organes génitaux de la femme
Néoplasie
Cancer du trompes
Cancer endométriale
Tumeur maligne de la vulve
Tumeur maligne de la prostate
Cancer du col utérine
Tumeur maligne du poumon
Leucémie
Sarcome de Kaposi, oral
Tumeurs malignes des tissus lymphoïde et hématopoïétique
Tumeur maligne du sein
Tumeur maligne de l'intestin
Tumeur maligne des scrotum
Tumeur maligne des glandes de bartholin
Mélanome malin de la peau
Tumeur maligne de la langue
Tumeur maligne de la glande sublinguale
Tumeur maligne du pancréas
Tumeur maligne de l'intestin grêle
Tumeur maligne de glande parathyroïde
Tumeur maligne de la vésicule biliaire
Tumeur maligne du vagin
Tumeur maligne de la base de la langue
Tumeur maligne de la surrénale
Tumeur maligne des voie biliaires
Tumeur maligne du testicule
Maladie du Hodgkin
Tumeur maligne de la système nerveux
Tumeur maligne de l'encephale
Tumeur maligne des fosses nasales
Tumeur maligne de l'ovaire
Tumeur maligne du corps de l'utérus
Tumeur maligne du larynx
Tumeur maligne de la thyroïde
Tumeur maligne du canal anal","ConvSet","N/A","Super User","Super User"
1757,"Surveillance de grossesse subséquente normale","","Review of subsequent normal pregnancy
Surveillance de grossesse subséquente normale
Antenatal care of subsequent normal pregnancy
Surveillance de grossesse subséquente normale
Supervision of subsequent normal pregnancy","","","Procedure","N/A","Super User","Super User"
1758,"Surveillance d'une première grossesse normale","","Antenatal care of normal first pregnancy
Surveillance d'une première grossesse normale
Surveillance d'une première grossesse normale
Supervision of normal first pregnancy
Review of normal first pregnancy","","","Procedure","N/A","Super User","Super User"
1759,"Consultation postnatale de routine","","puerperio
Post partum state
Routine postpartum followup
Postpartum, normale
Postpartum state
Post partum, normale
Consultation postnatale de routine
Postpartum, normale
Post partum, normale
Consultation postnatale de routine","","","Diagnosis","N/A","Super User","Super User"
1760,"HUM Pregnancy review set","","HUM Pregnancy review set","","Surveillance d'une première grossesse normale
Surveillance de grossesse subséquente normale
Consultation postnatale de routine","ConvSet","N/A","Super User","Super User"
1761,"Hyperlipidémie","","Hypercholestérolémie
Hyperlipidaemia
Hyperlipoproteinemia
Hyperlipidémie
Hyperlipidemia
hiperlipidemia
Hyperlipidémie
Hypercholesterolemia
Hypercholestérolémie","","","Diagnosis","N/A","Super User","Super User"
1762,"Tétralogie de Fallot","","Tetralogy of Fallot
TOF
tetralogía de Fallot
tetralogie van Fallot
Tétralogie de Fallot
Tétralogie de Fallot","","","Diagnosis","N/A","Super User","Super User"
1763,"Cardiopathie rhumatismale, sténose mitrale","","Rheumatic mitral stenosis
Cardiopathie rhumatismale, sténose mitrale
reumatische mitralisklepstenose
Cardiopathie rhumatismale, sténose mitrale","","","Diagnosis","N/A","Super User","Super User"
1764,"Bronchectasie","","Bronchiectasis
Bronchectasie
Bronchectasie
bronchiëctasieën","","","Diagnosis","N/A","Super User","Super User"
1765,"Cirrhose","","Cirrhose
Cirrhose
Cirrhosis
Liver cirrhosis","","","Diagnosis","N/A","Super User","Super User"
1766,"SECUNDUM","","SECUNDUM
SECUNDUM","","","Finding","N/A","Super User","Super User"
1767,"SINUS VEINEUX","","SINUS VEINEUX
SINUS VENOUS","","","Finding","N/A","Super User","Super User"
1768,"PRIMUM","","PRIMUM
PRIMUM","","","Finding","N/A","Super User","Super User"
1769,"Défaut de l'atrial septal","","Atrial septal defect
ASD
Communication Interauriculaire
Défaut de l'atrial septal
CIA
Défaut de l'atrial septal","SINUS VEINEUX
PRIMUM
Enkoni
SECUNDUM","","Diagnosis","Coded","Super User","Super User"
1770,"Défaut du septum ventriculaire","","Défaut du septum ventriculaire
VSA
CIV
VSD
Défaut du septum ventriculaire
Ventricular septal defect","","","Diagnosis","N/A","Super User","Super User"
1771,"Maladie valvulaire rhumatismale de l’endocarde","","valvulopatía reumática
Rheumatic Disease of Heart Valve
Rheumatic heart disease of the endocardium
Maladie valvulaire rhumatismale de l’endocarde
Maladie valvulaire rhumatismale de l’endocarde","","","Diagnosis","N/A","Super User","Super User"
1772,"HUM NCD diagnoses","","HUM NCD diagnoses
HUM Non-communicable diseases diagnoses","","Isolé insuffisance cardiaque droite
Perméabilité du canal artériel
Communication auriculo-ventriculaire
Asthme
Asthme persistant léger
Sténose de la valvule pulmonaire
Asthme persistant modéré
Transposition des gros vaisseaux
Asthme persistant sévère
Insuffisance de la valvule mitrale
Défaut de l'atrial septal
Myocardite
Maladie d'Ebstein
Cardiomyopathie alcoolique
Ventricule droit à double issue
Cardiomyopathie idiopathique
Sténose Mitrale
Cardiomyopathie du péripartum
Sténose de la valvule aortique
BPCO
Cardiopathie congénitale
Sténose de l'artère pulmonaire
Diabète
Perméabilité de foramen ovale
Diabetes sucre, type 1
Diabète de type 2
Fibrose endomyocardique
Insuffisance Cardiaque
Élévation de la tension artérielle
Hyperglycémie
Hypertension essentielle
Cardiopathie hypertensive
Maladie péricardique
Cardiopathie rhumatismale
Maladie valvulaire rhumatismale de l’endocarde
Anemie falciform
Tétralogie de Fallot
Défaut du septum ventriculaire
Asthme intermittent légère
Bronchectasie
Cardiopathie rhumatismale, sténose mitrale
Cardiomyopathie
Syndrome thoracique aigu
Insuffisance rénale chronique
Insuffisance rénale
Syndrome nephrotique
Anémie à hématies falciformes sans crises
Anémie à hématies falciformes avec crises
Séquestration splénique
Myocardiopathie avec dilatation
Insuffisance de la valvule aortique
Régurgitation tricuspide","ConvSet","N/A","Super User","Super User"
1773,"Bonne santé apparente","","BSA
Bon santé
HEALTHY
EN BONNE SANTÉ
Bon santé
In good health
good health
General good health
stable
BSA
Bonne santé apparente
Bonne santé apparente","","","Finding","N/A","Super User","Super User"
1774,"RAS","","Rien à signaler
Nothing
RAS
RAS
Rien
Rien
Rien à signaler
Nothing to report
Nothing","","","Misc","N/A","Super User","Super User"
1775,"Vèt","","Triage green
Triyaj vèt
Vert
Green
Triage vert
Vèt","","","Misc","N/A","Super User","Super User"
1776,"Wouj","","Red
Triage rouge
Triage red
Rouge
Wouj
Triyaj wouj","","","Misc","N/A","Super User","Super User"
